公司名稱,工作職稱,工作內容,職務類別,工作待遇,工作性質,上班地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件,公司福利,聯絡人,聯絡方式,連結路徑
財團法人忠義社會福利事業基金會,社工員(收出養服務中心),"1.個案工作：國內外收出養個案服務處遇、資源結合、宣導等。
2.團體工作：收出養服務相關方案申請、擬定、執行與核銷。
3.行政工作：收出養服務之成果會報、統計等相關行政工作。",['社工人員'],"月薪31,000~36,000元",全職,台北市文山區,不需負擔管理責任,需出差，一年累積時間未定,日班，09:00~18:00，假日若遇活動上班時間需調整，需輪班,依公司規定,一個月內,1人,"['上班族', '應屆畢業生', '原住民']",不拘,大學以上,社會學相關,不拘,Excel、Outlook、PowerPoint、Word,不拘,"1. 對兒童、家庭個案工作、收出養業務有興趣與熱忱，有相關工作經驗、具備社工師執照者尤佳。
2. 具抗壓性、團隊合作、認真負責、樂觀積極、獨立作業能力及擅溝通協調。
3. 社工相關科系(社會工作、青少年兒童福利、社會福利相關科系畢業或取得其輔系證書者）",基金會為所有工作人員投保全民健康保險、勞工保險，以及提撥員工勞退金。基金會並投保醫療及意外傷害團體保險、公共意外險、建築物火險、地震險，以保障全體員工的生命財產安全；員工享有端午節金、中秋節金、年終獎金、績效考核獎金、結婚禮金、生育禮金、喪葬慰問金、年度旅遊津貼、全勤獎金、年資津貼以及急難災害救助金等福利。基金會定期辦理員工身體健康檢查、員工職訓及紓壓活動，並於工作時間內提供員工膳食。,周小姐,無,https://www.104.com.tw/job/1w9l5?jobsource=jolist_a_relevance
財團法人中華民國兒童福利聯盟文教基金會,新竹工作站-社工員,"一、個案工作: 收出養個案服務、離婚親子會面或交付服務。
二、方案規劃與執行:
1. 方案規劃與執行: 規劃及辦理收出養服務方案、團體及活動。
2. 離婚親職教育相關團體或活動: 親職講座、親職教育。
三、行政工作
1. 行政及庶務工作: 辦理收出養業務之工作報表、統計、核銷及相關行政事項。
2. 方案計畫暨評估報告撰寫。
3. 配合基金會相關活動與行政事務。
4. 主管其他交辦事項。",['社工人員'],"月薪34,000元以上",全職,新竹縣竹北市勝利三街148號2樓,不需負擔管理責任,需出差，一年累積時間未定,日班，9:00-18:00,週休二日,一個月內,1人,"['上班族', '應屆畢業生']",不拘,大學以上,社會學相關,台語 -- 略懂,Excel、Outlook、PowerPoint、Word,不拘,"1.限主修社會工作相關科系，並符合社工師報考資格。
2. 需略懂台語。
3. 需具備機車駕照，具汽、機車駕照尤佳，並自備機車。
4. 具基本電腦文書處理能力( word、excel、powerpoint、outlook ) 。
5. 具社會工作(直接服務)基本概念、會談及家訪技巧。衝突管理與協商能力。
6. 有一年以上之家庭工作經驗，以及家庭動力、親職能力評估或兒少工作機會者尤佳。
7. 具團隊合作精神、願意主動學習、有耐心、責任心及抗壓性等。","1.年終獎金
2.節日禮金
3.生日禮金/慶生會
4.員工團保
5.員工制服
6.完整的教育訓練
7.順暢的升遷管道
9.員工進修補助
10.子女教育補助
11.員工旅遊
12.社團補助",丁小姐,無,https://www.104.com.tw/job/6wn18?jobsource=jolist_a_relevance
財團法人忠義社會福利事業基金會,行政組組長,"1.擬定人力資源政策及各面向工作等相關事宜
 (訂定選、訓、用、留的計畫、勞健保作業、薪酬、考核、教育訓練及員工關係
  經營……等) 
2.公文管理之相關事宜			
3.協助預決算之編製及財務作業之監理			
4.組內成員工作指派及管理			
5.建立標準化之客服流程，及提供溫暖感動之服務			
6.主管交辦事項及其他專案支援","['社工人員', '經營管理主管']",待遇面議 （經常性薪資達 4 萬元或以上）,全職,台北市文山區景興路85巷12號(116),管理4人以下,無需出差外派,日班，09:00~18:00，需輪班,依公司規定,不限,1人,"['上班族', '原住民']",3年以上,大學以上,文書管理相關、人力資源相關、企業管理相關,台語 -- 中等,Excel、Outlook、PowerPoint、Word,不拘,"1.需具備一年人事相關工作經驗。
2.熱心，開朗，主動積極，善溝通，抗壓性佳且具執行力及解決問題能力。",基金會為所有工作人員投保全民健康保險、勞工保險，以及提撥員工勞退金。基金會並投保醫療及意外傷害團體保險、公共意外險、建築物火險、地震險，以保障全體員工的生命財產安全；員工享有端午節金、中秋節金、年終獎金、績效考核獎金、結婚禮金、生育禮金、喪葬慰問金、年度旅遊津貼、全勤獎金、年資津貼以及急難災害救助金等福利。基金會定期辦理員工身體健康檢查、員工職訓及紓壓活動，並於工作時間內提供員工膳食。,周小姐,無,https://www.104.com.tw/job/59u95?jobsource=jolist_a_relevance
財團法人宏達文教基金會,品格英語學院教輔老師(雲林),"雲林品格英語學院為宏達基金會成立之品格教育學校，平日教學對象為國小四年級學生，以梯次營隊招收學生，每梯為期五天四夜進行課程與活動。課程及活動均著重核心品格和關鍵能力培養，採用「6E教學策略」，並以「強調、要求、讚美及糾正」的教學方式培養孩子好習慣及好品格，透過多元課程活動帶領學童體認品格的重要及益處，以及他們如何在日常生活中實踐好品格。
教輔老師的工作項目包含課程教學與品格教導，學員生活導護輔導，學員學習追蹤，及學院相關營運與行政工作。","['國小學校教師', '社工人員', '特殊教育教師']","月薪30,000~35,000元",全職,雲林縣斗六市莊敬路111號(位於雲林國小內),不需負擔管理責任,需出差，一年累積時間未定,日班,週休二日,一個月內,2~3人,"['上班族', '應屆畢業生']",1年以上,大學以上,教育學科類、心理學相關、社會學相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘,不拘,"人格特質：溝通表達能力、主動積極、樂於學習與分享、具愛心與耐心；具備教學經驗，或曾從事教育訓練專業，諮商輔導或社會工作相關經驗為佳。
每週需輪值夜宿兩個晚上。",員工教育訓練、不定時聚餐、享勞健團保、勞退新制、週休二日。,米小姐,Jodie_Mi@htc.com,https://www.104.com.tw/job/3cwly?jobsource=jolist_a_relevance
財團法人宜蘭縣私立力麗社會福利慈善事業基金會,社工員(宜蘭),"力麗樂活長照本中心為105年度評鑑優等機構，著重以「住民中心」的人本精神，視生理、心理、靈性為一完整整體，發展身心靈整體照護的全人照護模式。 並偕同力麗社福基金會用心發展包含機構式照護、社區式照護(關懷據點、居家服務、日照中心)、連結跨專業醫療、社區志工、社會資源等多元完善的整合性照護服務模式，讓長者獲得全人關懷與快樂尊嚴的照護服務。

107年創設台灣首家徹底實踐日式失智症照護中心，提供自立支援，零約束，生活復健的照護模式，讓長者能自己選擇想要的生活，就像在「家」的感覺。

工作內容:
1.	新入住住民適應輔導及住民生活、情緒輔導。
2.	負責住民及家屬生活照護事項溝通。
3.	提供住民及家屬社會福利諮詢。
4.     機構內、外常規活動、團體活動、節慶活動之策劃、執行與紀錄。
5.	參與住民之照護研討，擬定住民照護計畫、執行、紀錄。
6.	各項社工表單書寫及電子檔之建立。
7.     接受機構內、外在職教育，以提昇照護品質。
8.	社區資源的連結。
9.	受理家屬、員工意見與申訴，並呈報主管。
10.	其他主管交辦事項。
11.	遵守機構訂定之各項管理規章及工作倫理。",['社工人員'],待遇面議 （經常性薪資達 4 萬元或以上）,全職,宜蘭縣五結鄉中正路３段２１號,不需負擔管理責任,無需出差外派,日班，需輪班,依公司規定,不限,1人,['上班族'],5年以上,大學、碩士,社會學相關,不拘,不拘,不拘,具社工應考資格或社工師資格,"◆ 獎金 / 禮品類
　1.年終獎金
　2.三節禮金/禮品
◆ 保險類
　1.員工團保
◆ 休閒類
　1.國內旅遊
◆ 請 / 休假制度
　1.特休/年假",盧秀卿,無,https://www.104.com.tw/job/6fxod?jobsource=jolist_a_relevance
財團法人愛盲基金會,業務人員,"1. 開發潛在客戶，拓展市場，以達成業績目標。
2. 定期拜訪經銷客戶，維繫穩定客戶關係。
3. 負責業務接洽及訂單處理。
4. 負責產品提案及報價，並處理帳款回收相關事宜。
5. 協助商品、行銷企劃開發品牌產品
6. 協助庇護工場行銷活動
7. 檢視業務狀況定期回報並提供顧客意見回饋給主管及產品部門",['國內業務人員'],"月薪30,000元以上",全職,新北市新店區民生路15號二樓,不需負擔管理責任,無需出差外派,日班，08:30-17:30,依公司規定,一週內,1人,[],1年以上,不拘,不拘,不拘,不拘,不拘,"1. 良好的溝通表達與簡報能力 
2. 抗壓性高，善於溝通協調 
3.有銷售業務經驗者加分","週休二日，並依勞基法規定，享有國定假日休假、年假
勞健保、勞退、三節獎金、生日禮金、開工紅包、員工旅遊、尾牙聚餐、團體保險、在職教育訓練、結婚禮金、生育補助、撫恤。",黎小姐,無,https://www.104.com.tw/job/6v5k7?jobsource=jolist_a_relevance
財團法人信誼基金會,外版圖畫書企畫編輯,"1. 兒童圖畫書文字編輯、校對、文案撰寫等
2. 兒童影音產品企畫製作
3. 國外付款作業
4. 其它主管交辦事項",['文編／校對／文字工作者'],"月薪30,000~40,000元",全職,台北市中正區重慶南路二段75號,不需負擔管理責任,無需出差外派,日班，09:00~18:00,週休二日,不限,1~2人,['上班族'],1年以上,大學、碩士,語文及人文學科類、教育學科類,不拘,不拘,不拘,"1. 喜愛兒童文學
2. 熟悉編輯流程
3. 三年以上圖畫書編輯經驗
4. 具外語能力尤佳","正職人員：
享年終獎金及考核獎金（依經營績效）、三節禮、慶生禮券、兒童節禮券、福利券、員工健檢、關企產品員購優惠、生育禮金、結婚禮金、住院慰問金……等。

幼兒園：
享年終獎金及考核獎金（依經營績效）、三節禮、寒暑假帶班費、員工健檢、慶生禮券、兒童節禮券、關企產品員購優惠、生育禮金、結婚禮金、教師節禮金（限教師）、住院慰問金……等。",王小姐,無,https://www.104.com.tw/job/2ldy3?jobsource=jolist_a_relevance
財團法人信誼基金會,美術編輯,平面設計、包裝設計、教玩具產品設計,['平面設計／美編人員'],"月薪33,000~40,000元",全職,台北市中正區重慶南路二段75號,不需負擔管理責任,無需出差外派,日班，9:00~18:00,依公司規定,不限,1人,['上班族'],2年以上,專科、大學、碩士,藝術商業設計、美術學相關,不拘,Adobe InDesign、Adobe Photoshop、Illustrator,不拘,"1. 具書籍編排、包裝設計，熟悉版面規劃設計能力，且能與編輯或創作者溝通合作。 
2. 熟悉書籍印刷實務概念及送製流程。 
3. 擅長 Adobe InDesign、Adobe Illustrator、Adobe Photoshop......等等相關設計軟體，能獨立作業完稿。
4. 對兒童產業有興趣
5. 細心負責、善溝通協調、具團隊合作精神","正職人員：
享年終獎金及考核獎金（依經營績效）、三節禮、慶生禮券、兒童節禮券、福利券、員工健檢、關企產品員購優惠、生育禮金、結婚禮金、住院慰問金……等。

幼兒園：
享年終獎金及考核獎金（依經營績效）、三節禮、寒暑假帶班費、員工健檢、慶生禮券、兒童節禮券、關企產品員購優惠、生育禮金、結婚禮金、教師節禮金（限教師）、住院慰問金……等。",王冬玲,無,https://www.104.com.tw/job/6sntk?jobsource=jolist_a_relevance
財團法人董氏基金會,企劃執行專員,"1.憂鬱症防治教育宣導工作 
  (關懷對象包含兒少、老年人、一般民眾) 
2.心理健康促進宣導活動企劃與執行 
3.網路訊息文案撰擬、傳播行銷等 
4.相關行政工作","['行銷企劃助理', '活動企劃人員']","月薪28,000~35,000元",全職,台北市松山區復興北路57號12樓之3,不需負擔管理責任,無需出差外派,日班，08:30~17:30,週休二日,一個月內,1人,"['上班族', '應屆畢業生', '原住民']",不拘,大學以上,不拘,不拘,Excel、Outlook、PowerPoint、Word,不拘,"科系不拘，心理、社工、社會、教育、公衛等相關科系佳

歡迎對心理衛生工作有興趣者加入我們~~
期待對工作內容抱有熱忱、積極、負責的夥伴加入！",◆勞健保  ◆三節獎金  ◆週休二日 ◆不定期員工旅遊,李小姐,無,https://www.104.com.tw/job/32v72?jobsource=jolist_a_relevance
財團法人愛盲基金會,就業服務員(北區),"1.執行視障職業重建工作，協助視障者就業。
2.辦理班級活動，處理相關行政事宜。
3.其餘中心所需配合行政事宜。",['社工人員'],"月薪31,000~34,000元",全職,台北市中正區忠孝西路一段50號13樓之19,不需負擔管理責任,無需出差外派,日班，08:30~17:30,週休二日,兩週內,1人,"['上班族', '應屆畢業生']",不拘,大學以上,社會學相關、其他經社心理相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘,不拘,"1.國內大學社會工作相關系所畢業，個性主動積極，富熱忱，無工作經驗可。
2.正式任用後，後續將會提供新人訓練課程，歡迎對個案管理工作、視障相關福利有興趣者加入愛盲大家庭。
3.完善訓練架構：新人訓練、定期舉行個別督導、派案會議及個案研討，協助社工學習成長。
4.完善福利：週休二日，並依勞基法規定，享有國定假日休假、年假；勞健保、勞退、二節獎金、生日禮金、開工紅包、員工旅遊、交通費補助、尾牙聚餐、團體保險、在職教育訓練、結婚禮金、 生育補助、撫恤。
5.專業督導制度及完整升遷制度","週休二日，並依勞基法規定，享有國定假日休假、年假
勞健保、勞退、三節獎金、生日禮金、開工紅包、員工旅遊、尾牙聚餐、團體保險、在職教育訓練、結婚禮金、生育補助、撫恤。",黎小姐,無,https://www.104.com.tw/job/4s3xq?jobsource=jolist_a_relevance
財團法人愛盲基金會,課程服務志工,"協助視障朋友上課過程的課程事務，學員簽到、課程錄音及照相、協助課程老師及學員、紀錄課程上課內容。
課程時段及地點有二(可依志工可配合時段選擇)：
(1)上午08:30-11:30，台北市忠孝西路一段50號17樓(捷運台北車站Z2出口，台北車站正對面)
(2)晚上18:30-21:30，台北市忠孝西路一段50號13樓(捷運台北車站Z2出口，台北車站正對面)
備註：此職務為不支薪的志工。",['志工人員'],待遇面議 （經常性薪資達 4 萬元或以上）,兼職,台北市中正區同課程地點,無,無,日班/晚班,依公司規定,不限,6~10人,"['上班族', '應屆畢業生', '夜間就讀中', '二度就業']",不拘,不拘,不拘,不拘,不拘,不拘,"１. 歡迎具服務熱誠、做事細心，對服務視障朋友有興趣之志工夥伴。
２.該職務類別屬志工，故無相關福利制度","週休二日，並依勞基法規定，享有國定假日休假、年假
勞健保、勞退、三節獎金、生日禮金、開工紅包、員工旅遊、尾牙聚餐、團體保險、在職教育訓練、結婚禮金、生育補助、撫恤。",曹小姐,無,https://www.104.com.tw/job/4wzu7?jobsource=jolist_a_relevance
財團法人國際美育自然生態基金會,有機農糧產品驗證稽核人員,"1. 執行有機農產品與有機農產加工品驗證工作
2. 需不定期配合出差，出差地點全省各地
3. 需有高度熱誠，且熱愛自然可獨自出差作業者為佳
4. 稽核工作外，仍需配額內部行政工作支援，主要為驗證文件記錄填寫、內部稽核等。",['稽核人員'],"月薪33,000~38,000元",全職,台北市大安區,不需負擔管理責任,需出差，一年累積時間約七個月以上,日班,週休二日,一個月內,1人,"['上班族', '應屆畢業生', '原住民']",2年以上,大學以上,農林漁牧學科類、生物學相關、食品營養相關,台語 -- 中等,不拘,不拘,"需配合出差經常在外地過夜。
如果會認床，或者是駕駛技術過差、方向感不佳、害怕曬太陽、易中暑、怕被蚊蟲叮咬者，應慎重考慮。
以農業相關科系，且有兩年以上農業相關工作經驗、持有ISO9001證照者尤佳。",依基金會制度辦理,王怡婷,本職務設定7個工作天回覆,https://www.104.com.tw/job/4ck56?jobsource=jolist_a_relevance
財團法人信誼基金會,幼教產品企畫編輯,"1. 企劃幼教產品
2. 整理課程教案
3. 設計教具、合作實證","['文編／校對／文字工作者', '產品企劃開發人員']","月薪30,000~40,000元",全職,台北市中正區重慶南路二段75號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,['上班族'],2年以上,大學,學前教育相關,不拘,不拘,不拘,"1. 熟悉幼教現場
2. 具備課程設計與兒童發展基本概念
3. 喜愛手作、具創新思考與執行能力
4. 具出版經驗尤佳","正職人員：
享年終獎金及考核獎金（依經營績效）、三節禮、慶生禮券、兒童節禮券、福利券、員工健檢、關企產品員購優惠、生育禮金、結婚禮金、住院慰問金……等。

幼兒園：
享年終獎金及考核獎金（依經營績效）、三節禮、寒暑假帶班費、員工健檢、慶生禮券、兒童節禮券、關企產品員購優惠、生育禮金、結婚禮金、教師節禮金（限教師）、住院慰問金……等。",王冬玲,無,https://www.104.com.tw/job/6qbdr?jobsource=jolist_a_relevance
財團法人信誼基金會,幼兒產品設計,"1. 設計及開發兒童教具及玩具
2. 版面及包裝設計
3. 主管交辦事項","['工業設計', '美術設計', '平面設計／美編人員']","月薪30,000~40,000元",全職,台北市中正區重慶南路二段75號,不需負擔管理責任,無需出差外派,日班，09:00~18:00,週休二日,不限,1人,['上班族'],1年以上,大學、碩士,美術工藝相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘,不拘,"1. 對兒童產業有興趣，有創新思維．
2. 具結構設計能力
3. 熟悉結構. 3D和平面設計軟體
4. 熟悉材料及生產製作","正職人員：
享年終獎金及考核獎金（依經營績效）、三節禮、慶生禮券、兒童節禮券、福利券、員工健檢、關企產品員購優惠、生育禮金、結婚禮金、住院慰問金……等。

幼兒園：
享年終獎金及考核獎金（依經營績效）、三節禮、寒暑假帶班費、員工健檢、慶生禮券、兒童節禮券、關企產品員購優惠、生育禮金、結婚禮金、教師節禮金（限教師）、住院慰問金……等。",王小姐,無,https://www.104.com.tw/job/5se74?jobsource=jolist_a_relevance
財團法人董氏基金會,菸害防制中心短期計時人員,"*工作內容：回答民眾戒菸就贏比賽辦法及鼓勵民眾戒菸、報名資料確認(紙本、網路核對與電話確認)、資料key in、文宣品包裹、活動支援、行政庶務
*工作時間：即日起至六月，可依個人時間安排，週一至週五(AM9:00-PM7:00，須於上班10分鐘前報到)，一周可排班15小時以上佳。
*特殊需求：大專以上(在學生可)，對助人戒菸有熱忱、細心、口齒清晰、耐心、具基本電腦文書能力、有行政經驗者 (懂台語、客語者佳)","['電話客服類人員', '工讀生', '行政助理']",時薪158元,兼職 - 短期工讀,台北市松山區復興北路57號12樓之3,無,無,日班，0900-1900,依公司規定,不限,1~10人,"['應屆畢業生', '夜間就讀中']",不拘,大學以上,不拘,不拘,不拘,不拘,無,◆勞健保  ◆三節獎金  ◆週休二日 ◆不定期員工旅遊,陳小姐,service102@jtf.org.tw,https://www.104.com.tw/job/6wbyz?jobsource=jolist_a_relevance
財團法人老五老基金會,新北-居服督導員(社工/護理）,"1.居家服務個案管理
2.照顧服務員管理
3.日間照顧中心護理支援
4.社區開資源發與連結
5.長期照顧行政系統作業","['社工人員', '護理師及護士']","月薪32,000~35,000元",全職,新北市汐止區建成路160巷53號,管理9-12人,無需出差外派,日班，0830-1730,週休二日,一個月內,1~2人,"['上班族', '應屆畢業生']",1年以上,大學,社會學相關、護理助產相關,台語 -- 中等,Excel、Internet Explorer、Outlook、PowerPoint、Word,不拘,無,"勞工保險、全民健康保險、勞退提撥6%、團體保險。
員工旅遊補助。",張文宜,hanneh@ofo.org.tw,https://www.104.com.tw/job/5xyfp?jobsource=jolist_a_relevance
財團法人老五老基金會,雲林-社工員/師,"喜歡吃、重營養、享受在山路追風&小路奔馳、被狗追都會笑、怎麼走都不會迷路，迷路也能回到家的人!如果你也這麼剛剛剛好有愛心熱心同理心、更有一顆砰砰跳的助人之心！
又有責任感還愛與人聊天…
那就快來搶紅勢力的入場票吧！
讓你懷才有遇，讓我們一起越老活越好 ~讓長輩因為你而吃得更好  OLD YES!

1.個案管理
2.活動辦理與支援
3.社區資源開發及連結
4.方案計畫撰寫、活動執行與成果核銷
5.其他主管交辦及相關行政業務",['社工人員'],"月薪33,680~39,110元",全職,雲林縣莿桐鄉興貴村興北70之5號,不需負擔管理責任,無需出差外派,日班，08:30~17:30,週休二日,兩週內,1人,"['上班族', '應屆畢業生', '原住民']",不拘,大學,社會學相關,不拘,Excel、Outlook、PowerPoint、Word,不拘,無,"勞工保險、全民健康保險、勞退提撥6%、團體保險。
員工旅遊補助。",杜筱玲,b9212138@ofo.org.tw,https://www.104.com.tw/job/6ulwu?jobsource=jolist_a_relevance
財團法人信誼基金會,幼教研究企畫,"1. 整理幼兒園KM資源
2. 參與幼教專案課程並現場教學實證整理（文字. 攝影. 影片）
3. 參與學習區教具研發與現場教學實證整理 （文字. 攝影. 影片）
4. 參與幼兒科學課程
5. 發展幼兒園特色課程
6. 支援幼兒園延托（每週二天）. 老師請假帶班. 機動性支援行政工作.
6. 其它主管交辦事項",['幼教班老師'],"月薪30,000~40,000元",全職,台北市中正區重慶南路二段75號,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班,依公司規定,不限,1人,['上班族'],3年以上,大學、碩士,學前教育相關,不拘,Excel、PowerPoint、Word,不拘,"1. 2年以上幼教相關經驗，具教保員或教師資格．
2. 文筆流暢，具企畫能力．
3. 熟悉影片製作軟體
4. 對幼兒科學有興趣","正職人員：
享年終獎金及考核獎金（依經營績效）、三節禮、慶生禮券、兒童節禮券、福利券、員工健檢、關企產品員購優惠、生育禮金、結婚禮金、住院慰問金……等。

幼兒園：
享年終獎金及考核獎金（依經營績效）、三節禮、寒暑假帶班費、員工健檢、慶生禮券、兒童節禮券、關企產品員購優惠、生育禮金、結婚禮金、教師節禮金（限教師）、住院慰問金……等。",王冬玲,無,https://www.104.com.tw/job/6aybf?jobsource=jolist_a_relevance
財團法人福祿文化基金會北投文物館,文化活動企劃專員(需會日文),"1、個性外向，進退得體，喜愛日本文化。
2、日本文化體驗活動、講座課程規劃與執行。
3、臉書、youtube等數位行銷平台經營。
4、活動專場接洽。
5、精通日文
6、需協助前台門票、禮品坊銷售","['活動企劃人員', '行銷企劃人員', '網站行銷企劃']","月薪28,000元以上",全職,台北市北投區幽雅路32號,不需負擔管理責任,無需出差外派,日班，09：30-18：30，需輪班,依公司規定,一週內,1人,"['上班族', '應屆畢業生']",不拘,專科、大學、碩士,不拘,日文 -- 聽 /精通、說 /精通、讀 /中等、寫 /中等,不拘,不拘,"1、需配合活動舉辦日期排班。 
2、必備條件：excel、word、ppt。
3、具日語能力者優先。","1.勞健保及退職金提撥
2.特休年假
3.年終奬金及績效季奬金
4.三節餐券
5.慶生蛋糕及生日餐券
6.員工教育訓練(內部訓練/外聘講師/外派受訓)
7.免費年度健檢
8.員工旅遊
9.供員工餐",李小姐,無,https://www.104.com.tw/job/50v3q?jobsource=jolist_a_relevance
財團法人看見台灣基金會,專案高級專員,"1.協助專案規劃，包含：
(1)相關背景資料、市場資訊收集與分析 
(2) 協助提案簡報製作   
(3) 協助專案企劃展開
2.專案執行，包含：
(1) 協助外包商管理與溝通 
(2) 協助時程管控與追蹤 
(3)協助專案控管，包含：預算等專案資料填報
(4) 結案相關事宜
3. 需與廠、跨部門等合作單位溝通並協商","['其他專案管理師', '產品企劃開發人員', '活動企劃人員']",待遇面議 （經常性薪資達 4 萬元或以上）,全職,台北市中山區樂群二路267號七樓,不需負擔管理責任,無需出差外派,日班,週休二日,一個月內,1人,['上班族'],3年以上,大學、碩士,不拘,英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通,Access、Excel、Outlook、PowerPoint、Word,不拘,"- 領導能力、執行企劃能力、分析思考能力、簡報能力
- 具大型活動承辦與跨部門協作經驗，有活動公司背景者尤佳
- 具有精品/藝文/運動賽事活動經驗者尤佳
- 具國際團隊合作經驗尤佳
- 喜愛台灣人文風土，有志把台灣的美好介紹給國外","我們擁有完善的福利制度，舒適及人性化的工作環境，尊重專業及重視同仁發展。
1. 獎金／禮品
 中秋節及端午節禮品
 年終獎金
 績效獎金
 專案獎金
2. 休假
 週休二日
 特別休假（優於勞基法）
 女性同仁生理假
 女性同仁育嬰假
 男性同仁陪產假
3. 保險
 勞工保險
 全民健康保險
 員工團保
 旅行平安險
4. 公司活動
 員工旅遊
 下午茶
5. 完善的人才培育及職涯發展
 新進人員職前訓練
 在職訓練
 計劃性工作輪調
 專案參與
 明確的職涯路徑",ISTTMC,無,https://www.104.com.tw/job/6wa3i?jobsource=jolist_a_relevance
財團法人人工智慧科技基金會,AI Engineer / 人工智慧工程師（南部分校）,"1、洽談及執行人工智慧相關專案。
2、解決學員課務問題 & 相關教務管理。
3、參與製作課程教材與技術分享。
4、偶而需出差至合作企業或機構洽談專案。","['演算法開發工程師', '軟體設計工程師']","月薪40,000~80,000元",全職,台南市仁德區勝利一街18號,不需負擔管理責任,需出差，一年累積時間約三個月以下,日班/假日班，8~19彈性上班8小時，週休日一。,依公司規定,不限,1~3人,"['上班族', '應屆畢業生']",1年以上,大學以上,不拘,不拘,Python,軟體程式設計,無,"台灣人工智慧學校(https://aiacademy.tw) 自於2018 年1月正式開學，我們的目標，是讓「找不到人才」不再成為產官學研界發展人工智慧的障礙。同時也要建立「自己的問題自己解決」的文化，打破被技術殖民的慣性，建立社會信心。

透過最好的師資，以及與產學界密切合作，有效率且紮實地訓練各領域、各階層所需的人工智慧人才，讓他們成為國內產官學研界，各領域推動及發展人工智慧的種子。

-彈性上下班制度，讓早上睡不飽的你再多睡一下！
-不扣薪7天週六假，讓你在工作與生活中取得平衡！（優於勞基法）
-依工作績效發放三節獎金，實際獎勵最有感。
-每季聚餐，讓老闆犒賞你每一天的辛勞。
-滿滿的零食櫃，不怕你吃太多，只怕你吃不完！
-無限供應咖啡，讓你精神奕奕，渾身是勁。
-國內外員工旅遊，讓你好好休息再出發！
-級數爆表的辦公環境（新北曼哈頓夜景、智慧大樓門禁管理、百坪辦公環境） 

台灣人工智慧學校 邀請您加入我們的團隊，與國際同步科技趨勢， 與國內頂尖 AI 工程師一起工作大展身手！",林小姐/張先生,"kitty@aiacademy.tw,jock@aiacademy.tw",https://www.104.com.tw/job/6uh7v?jobsource=jolist_a_relevance
財團法人人工智慧科技基金會,AI Engineer / 人工智慧工程師（台北總校）,"1、洽談及執行人工智慧相關專案。
2、解決學員課務問題 & 相關教務管理。
3、參與製作課程教材與技術分享。
4、偶而需出差至合作企業或機構洽談專案。","['演算法開發工程師', '軟體設計工程師']","月薪40,000~80,000元",全職,新北市三重區光復路二段 69 號 13 樓,不需負擔管理責任,需出差，一年累積時間約三個月以下,日班/假日班，8~19彈性上班8小時，週休日一。,依公司規定,不限,1~3人,"['上班族', '應屆畢業生']",1年以上,大學以上,不拘,不拘,Python,軟體程式設計,無,"台灣人工智慧學校(https://aiacademy.tw) 自於2018 年1月正式開學，我們的目標，是讓「找不到人才」不再成為產官學研界發展人工智慧的障礙。同時也要建立「自己的問題自己解決」的文化，打破被技術殖民的慣性，建立社會信心。

透過最好的師資，以及與產學界密切合作，有效率且紮實地訓練各領域、各階層所需的人工智慧人才，讓他們成為國內產官學研界，各領域推動及發展人工智慧的種子。

-彈性上下班制度，讓早上睡不飽的你再多睡一下！
-不扣薪7天週六假，讓你在工作與生活中取得平衡！（優於勞基法）
-依工作績效發放三節獎金，實際獎勵最有感。
-每季聚餐，讓老闆犒賞你每一天的辛勞。
-滿滿的零食櫃，不怕你吃太多，只怕你吃不完！
-無限供應咖啡，讓你精神奕奕，渾身是勁。
-國內外員工旅遊，讓你好好休息再出發！
-級數爆表的辦公環境（新北曼哈頓夜景、智慧大樓門禁管理、百坪辦公環境） 

台灣人工智慧學校 邀請您加入我們的團隊，與國際同步科技趨勢， 與國內頂尖 AI 工程師一起工作大展身手！",林小姐,"kitty@aiacademy.tw,dh@aiacademy.tw,jock@aiacademy.tw",https://www.104.com.tw/job/62ro1?jobsource=jolist_a_relevance
